0,9,3,7,700,21,222,159,256
0,10,19,2,935,16,154,238,426
0,6,29,2,1445,22,70,139,809
0,4,6,3,1731,9,20,143,377
0,10,19,2,1247,16,59,154,636
0,5,8,4,634,14,75,213,264
0,2,24,1,2009,6,140,66,986
0,2,15,7,1713,14,112,213,157
1,10,4,2,1405,9,11,20,500
0,11,28,6,1939,13,222,17,2551
1,4,1,5,1654,14,239,39,612
0,7,13,4,1109,20,153,81,634
0,3,1,3,801,21,250,159,1069
1,4,9,6,1200,21,133,72,187
0,2,14,5,1400,14,97,213,273
1,7,30,6,1638,8,20,131,4502
0,7,10,1,848,15,258,89,1927
0,5,13,1,1925,5,48,154,301
0,9,20,1,813,15,259,89,2079
1,4,15,5,1155,21,133,159,1235
1,6,30,3,1303,11,180,182,989
0,1,31,1,1015,22,79,99,533
0,2,4,3,610,11,153,20,270
0,2,24,1,927,21,222,221,2075
0,12,15,4,1333,14,262,83,190
1,10,28,3,234,5,266,154,1597
0,8,3,3,955,21,26,50,283
0,8,10,3,745,21,182,256,271
0,4,13,2,1003,9,296,20,152
1,10,5,3,2139,20,81,48,296
1,9,15,3,2040,21,50,217,883
0,8,8,2,1141,17,238,218,116
0,5,8,3,1420,21,3,162,289
0,8,1,1,1133,8,267,268,532
0,12,23,6,830,17,161,248,109
0,2,24,7,1617,15,99,89,487
0,11,17,4,1212,15,89,25,113
0,3,3,6,1354,21,162,78,293
1,10,17,7,2041,15,89,190,238
0,4,8,6,848,21,202,285,487
0,9,6,3,858,12,149,131,216
0,8,10,4,1535,12,208,131,100
0,5,7,2,1923,16,75,181,429
0,2,4,3,1157,22,145,139,845
0,4,4,1,1745,22,99,89,487
0,5,12,4,805,9,51,266,347
0,8,27,5,1317,5,154,217,1028
1,2,9,2,1621,8,20,107,581
0,6,6,2,1103,8,81,20,547
0,3,18,5,938,21,180,152,587
0,5,17,5,937,20,159,82,629
0,5,30,2,1215,18,182,201,349
1,10,24,6,1855,21,178,288,223
0,2,3,2,939,22,140,165,201
0,8,15,7,1158,2,107,166,1076
0,11,9,4,1735,8,107,266,2083
0,7,4,2,1619,15,145,222,1489
0,11,14,1,804,17,213,291,224
0,5,16,4,2115,21,50,182,611
1,8,11,5,1406,20,221,258,2521
0,8,8,1,2040,21,135,132,276
1,7,9,1,1909,17,82,124,624
0,11,20,6,1001,17,82,259,637
0,9,1,4,1114,20,107,65,631
0,2,17,1,511,8,201,20,906
0,4,22,5,1321,16,239,39,612
0,4,31,6,1925,23,65,122,83
0,9,14,3,604,10,145,82,977
0,10,4,2,1720,21,250,285,972
1,9,19,7,1415,16,276,154,892
0,6,20,1,1108,22,63,241,362
0,10,14,4,1359,17,236,213,780
1,1,29,6,2042,2,180,189,193
0,10,23,1,1213,6,83,99,1372
0,8,19,4,1547,20,213,65,599
0,2,14,5,850,13,222,285,1788
0,4,4,1,1410,16,164,75,70
1,12,26,1,1657,4,13,17,289
0,3,12,4,1215,23,234,138,372
0,2,21,6,635,22,251,99,708
0,8,6,7,1050,17,161,270,36
1,3,6,2,829,2,161,213,1745
0,1,26,3,935,19,50,213,622
0,5,11,7,1901,8,132,20,4502
0,11,30,1,1139,8,180,75,756
0,12,20,2,1600,21,222,3,328
1,1,11,3,1936,19,213,66,296
0,1,28,5,1657,21,222,3,328
0,12,31,6,1107,6,140,257,1874
0,1,3,2,1130,21,180,188,1142
0,5,6,1,647,2,83,249,247
0,8,23,2,2013,19,82,257,1024
0,10,4,3,1223,11,192,20,633
0,9,5,2,1607,2,161,154,2475
0,4,17,7,1429,17,198,161,267
0,4,8,5,1144,21,269,49,358
0,5,26,5,1656,6,99,218,2433
0,7,17,1,57,15,159,190,1524
0,10,3,2,1036,17,62,161,86
0,7,28,3,2227,17,259,251,262
0,2,20,4,1916,22,140,52,878
0,9,22,3,1742,17,103,159,258
0,5,8,3,1306,22,140,79,929
0,2,17,1,751,22,140,169,374
0,5,14,1,1303,13,222,139,1009
1,9,29,2,1930,22,282,63,317
0,5,2,4,1538,17,82,140,419
0,8,26,4,1428,23,59,65,168
0,11,2,3,1733,20,221,39,280
0,6,11,6,1040,8,20,221,665
1,5,6,1,1235,2,259,213,1846
0,2,25,2,1710,21,207,159,407
0,10,5,4,1020,22,81,63,310
0,11,7,2,910,14,46,83,383
0,4,14,4,1045,11,180,190,1066
0,6,21,1,1710,9,269,266,532
0,6,7,2,929,22,140,261,192
0,11,2,4,1034,23,128,82,142
0,10,3,2,1501,6,107,139,965
1,1,20,4,1555,21,218,38,344
0,10,4,3,554,2,159,275,1372
1,9,4,1,1401,14,46,83,383
0,7,21,5,1405,23,65,164,282
1,4,24,5,1513,9,20,152,341
0,7,19,2,1904,2,264,270,342
0,1,14,5,710,21,107,180,178
0,3,6,1,608,2,221,83,1302
0,4,4,1,632,2,161,83,1235
1,2,3,2,1504,15,145,184,381
0,4,30,4,1410,21,3,162,289
1,9,7,4,1830,23,123,213,577
0,5,9,4,843,17,82,139,861
0,12,10,7,908,22,99,77,884
0,11,8,3,2025,17,121,213,137
0,12,6,4,1035,21,161,182,1750
0,9,14,2,1128,14,239,39,612
0,12,17,6,1332,17,267,258,599
1,12,16,6,1348,11,251,20,215
0,12,12,6,1803,21,226,221,267
0,11,14,7,1257,19,182,138,577
0,7,6,4,926,11,20,82,1199
1,9,13,2,1044,20,65,153,329
0,6,20,7,500,9,299,20,264
0,1,24,7,925,2,159,263,386
0,4,15,5,646,8,81,166,214
0,1,29,5,1742,4,258,270,978
0,12,20,2,1322,19,178,213,403
0,2,2,2,1840,8,166,107,1076
0,6,23,5,959,8,20,228,272
1,10,22,5,1550,2,83,221,1302
0,9,9,6,632,2,3,83,569
0,12,28,3,1955,21,250,222,843
0,11,16,2,1210,22,226,99,319
0,4,30,4,1530,2,276,83,551
0,8,29,7,1301,4,38,257,399
0,7,27,3,1448,9,20,57,106
0,7,14,5,804,11,180,182,989
1,4,10,1,2029,20,221,202,1088
1,2,8,7,1747,6,248,99,1068
0,6,11,6,1247,7,188,138,418
0,1,1,7,831,14,213,80,147
1,9,24,4,1708,17,267,130,402
0,4,14,3,1934,14,83,88,624
0,12,30,4,1310,2,213,189,1197
0,4,4,2,1227,14,83,2,158
0,2,25,1,1935,21,207,3,889
0,9,16,4,544,8,184,20,332
1,7,27,3,1730,21,267,82,391
1,7,24,6,1933,16,122,154,459
1,4,2,7,940,23,139,65,321
0,1,29,6,1555,22,46,139,253
0,7,3,1,1914,8,75,234,810
0,7,13,4,1832,20,222,190,1460
0,4,2,7,1815,14,166,88,1031
1,8,18,4,1605,21,161,159,236
0,2,9,1,2155,8,218,20,2172
1,11,7,1,2140,14,83,162,282
0,12,4,2,610,21,159,263,386
1,7,16,6,1155,8,222,75,1569
0,8,8,1,1019,14,79,83,861
0,2,4,4,558,9,165,20,503
0,11,10,4,2123,16,166,295,647
0,12,13,2,2350,13,159,257,866
0,10,10,2,810,5,39,154,187
0,8,7,7,1159,14,83,190,853
0,1,20,4,1909,22,140,79,929
0,2,17,1,1128,14,213,209,693
1,4,8,5,1208,11,20,39,946
0,3,11,6,944,20,213,221,678
0,12,27,1,1550,21,22,285,928
0,12,30,5,807,2,20,213,606
0,3,10,5,1127,6,99,39,200
0,1,4,4,1714,2,83,209,175
1,4,22,5,2058,21,159,207,407
0,10,7,6,910,14,26,238,532
0,9,5,1,1838,19,210,82,472
0,11,20,6,1535,16,184,75,403
0,4,10,1,1015,17,82,70,72
1,6,18,6,1735,21,258,207,671
0,10,25,1,952,17,82,288,541
0,12,1,4,1038,5,49,154,2465
0,10,12,7,619,10,264,82,948
0,1,26,3,1435,8,89,20,594
0,2,22,7,2336,6,159,63,1825
0,8,27,4,1757,19,213,201,334
0,10,30,5,937,15,184,89,610
0,6,6,1,2239,17,267,161,590
1,9,13,1,2003,20,65,50,361
0,4,16,6,710,20,161,65,2125
0,11,12,2,1551,20,37,65,329
0,9,4,1,858,9,20,133,780
1,10,20,4,919,6,226,139,1117
0,6,27,6,1924,12,208,131,100
1,9,8,4,1020,2,259,161,337
0,10,16,6,917,22,63,166,418
0,6,15,2,716,8,259,20,2139
1,6,13,7,2119,6,180,99,938
0,4,20,3,619,2,161,82,862
1,4,30,5,2036,14,65,166,544
0,7,28,3,1955,17,151,266,205
0,2,9,2,928,15,184,222,1263
0,5,8,4,1529,8,154,258,2586
1,2,29,5,1904,22,140,20,689
0,3,13,7,1526,2,213,166,733
0,9,23,6,1255,21,50,238,255
1,6,31,3,1404,20,65,153,329
0,12,13,2,1059,19,271,213,1726
1,8,6,7,1514,19,213,221,678
0,11,20,6,2046,8,267,218,630
0,11,5,7,1341,8,118,20,352
1,9,8,4,1630,21,249,207,446
0,4,28,2,700,8,39,258,2704
0,10,23,7,1404,11,245,50,277
0,8,21,6,718,13,222,161,370
0,3,20,1,730,2,83,89,987
0,11,4,5,1033,13,222,113,1020
0,4,3,7,603,19,161,82,862
0,1,9,1,615,14,190,213,67
0,5,19,7,2100,21,133,78,239
0,7,21,5,2024,11,180,109,1011
0,6,3,6,1013,19,81,213,612
0,11,9,3,2015,13,269,159,397
1,2,20,5,1459,19,259,213,1846
0,7,11,3,735,21,257,275,254
0,11,15,1,1915,21,3,207,889
1,2,25,1,1615,21,22,78,189
0,7,2,7,924,6,271,139,1347
0,12,24,6,1734,15,182,201,349
1,3,8,4,941,5,154,248,2446
0,5,13,1,1449,14,83,228,604
1,11,8,2,1925,2,83,180,984
1,4,5,3,1720,6,63,39,563
0,9,16,4,919,13,66,159,1772
0,6,4,7,1158,2,154,189,1090
0,6,25,4,1055,14,213,244,528
0,4,27,1,804,14,213,48,473
0,6,27,6,1122,19,154,258,2586
1,7,6,4,1529,7,139,26,326
1,10,25,7,1732,2,99,161,2454
0,6,14,2,2038,21,3,16,277
0,9,4,1,1400,14,66,166,478
0,8,3,3,907,19,159,258,414
0,12,11,2,1202,2,83,249,247
0,9,5,2,750,21,14,50,288
0,10,20,4,603,17,96,82,997
0,7,7,5,2051,11,20,36,533
0,12,15,4,2015,8,20,274,445
0,8,28,6,1100,17,258,218,129
0,1,13,5,1527,14,249,161,109
0,12,28,2,1330,16,245,75,461
1,9,24,4,1624,2,276,166,887
0,5,11,6,1621,22,140,123,838
0,9,15,3,1353,14,292,83,1022
0,2,25,2,1840,19,213,244,528
1,11,30,2,1809,9,222,266,507
0,10,3,2,1007,21,291,161,451
0,7,3,1,1606,2,286,83,929
0,7,17,7,848,20,81,65,331
0,4,12,6,1044,19,259,213,1846
0,3,3,5,956,22,221,63,363
0,4,26,7,840,21,276,178,237
0,8,22,7,844,19,82,161,862
0,6,19,7,1218,21,37,89,457
0,10,10,1,1211,22,226,99,319
0,9,22,3,1415,8,248,39,1249
0,8,1,1,1222,15,258,184,1870
0,10,28,3,816,15,119,201,252
1,11,23,4,1947,20,239,221,336
0,6,23,4,1204,17,276,82,770
1,11,3,5,2145,16,154,39,187
1,3,13,7,1638,21,145,182,162
0,10,17,1,1430,23,139,166,229
1,8,8,2,809,20,221,285,920
0,3,5,7,900,13,269,222,647
0,7,17,1,715,21,50,217,883
0,1,10,2,1412,19,269,82,910
0,9,20,1,1850,21,26,182,777
0,9,30,4,934,20,221,285,920
1,9,8,4,1935,21,239,221,336
0,11,30,2,1747,11,39,50,370
0,11,6,7,935,16,39,205,738
0,8,31,2,1827,14,83,190,853
0,3,19,7,1422,19,82,258,967
0,6,7,2,656,4,218,207,543
1,7,28,3,1845,21,178,288,223
0,8,14,7,1201,22,140,78,217
0,3,21,1,1150,21,159,207,407
0,12,30,5,906,21,159,249,1069
0,4,11,2,1928,17,3,82,349
0,5,20,7,659,2,161,189,2342
0,4,20,2,1727,19,213,178,403
1,8,30,1,1608,8,284,20,223
0,6,10,5,750,21,148,50,220
0,4,1,5,630,2,107,265,1046
0,10,3,1,1101,20,65,189,650
0,5,18,5,845,21,159,242,345
0,8,17,3,1531,12,168,131,102
0,10,29,5,1108,8,107,26,1173
0,12,13,2,1004,17,270,161,135
0,12,26,7,1959,14,81,238,227
1,10,12,6,1314,4,258,17,1449
0,6,15,2,1030,19,89,213,235
0,12,26,7,722,14,213,138,589
0,8,10,3,1230,16,123,75,317
0,1,22,7,1251,6,107,99,1065
1,1,4,4,1350,21,113,159,806
0,3,7,3,1907,15,201,161,1536
0,12,19,1,2056,20,81,233,357
0,4,30,4,1025,21,107,37,793
0,6,5,7,1543,20,226,180,834
0,12,14,4,1422,14,145,213,177
0,2,9,1,1057,22,43,139,308
0,9,4,1,1943,2,239,213,647
0,8,8,1,1650,21,182,144,162
0,3,21,1,1356,5,99,247,1068
0,10,2,1,1852,11,20,161,1946
0,5,8,3,525,9,121,20,640
0,11,20,7,1444,12,132,159,2762
0,11,5,6,2115,21,159,161,236
0,12,13,2,1421,14,83,190,853
0,11,24,2,851,17,267,51,347
0,1,17,1,1423,6,140,159,1222
0,1,6,6,1158,19,139,285,810
0,8,20,6,2303,19,161,213,1745
0,2,3,3,1551,15,161,201,1536
0,1,4,3,1017,13,222,63,1737
0,4,30,5,1320,16,75,70,1078
1,11,14,7,2005,21,269,212,389
0,3,31,4,1944,9,226,20,526
0,8,21,7,1007,14,260,83,364
0,3,9,4,2006,14,189,122,710
0,11,1,2,1435,14,83,162,282
0,1,30,6,712,8,258,20,2182
0,9,14,3,1353,3,132,208,100
0,12,19,1,1613,15,234,89,614
0,11,19,6,1142,6,222,63,1737
0,1,24,1,1202,5,249,154,2446
0,10,11,2,1224,9,299,75,608
1,11,21,1,1540,16,245,20,749
0,6,2,4,2050,16,79,75,64
0,11,10,5,852,8,286,154,1005
0,10,17,7,957,11,20,161,1946
0,10,15,6,1122,22,70,139,809
0,4,24,6,1257,21,249,268,480
0,6,30,2,640,20,180,225,834
0,12,17,7,1248,9,20,23,164
0,11,3,5,840,17,110,266,804
0,2,7,6,750,21,264,270,342
0,11,20,6,1206,2,107,83,1119
0,8,12,1,621,8,242,75,413
0,5,14,2,1728,2,222,83,868
0,2,15,7,2030,17,25,213,122
0,1,2,2,1958,16,75,138,388
0,6,5,1,1410,23,251,65,213
0,8,3,4,1240,21,50,132,1246
0,1,6,6,605,16,48,75,410
0,1,11,4,1125,16,275,75,812
0,1,18,2,1455,17,51,266,347
0,5,8,3,1755,21,89,182,229
0,3,4,7,756,17,259,266,599
0,10,28,4,658,10,82,275,770
0,8,16,1,1631,4,258,263,697
0,7,9,1,558,15,299,184,369
0,7,31,7,1715,2,266,213,2072
0,2,30,6,1326,22,140,247,861
0,11,6,1,1420,9,182,20,590
0,5,17,5,1820,21,26,180,1050
1,2,11,4,2111,16,75,53,214
0,5,7,3,1654,22,63,199,402
0,2,4,4,915,16,20,154,760
0,6,15,3,1110,23,213,37,409
0,3,30,2,653,20,81,166,214
1,3,3,6,1733,2,99,213,719
0,9,7,4,1945,21,50,31,682
0,2,21,5,1951,4,259,218,550
0,1,25,1,1739,22,73,139,975
0,5,23,5,903,15,213,89,235
1,4,7,4,1600,2,248,213,1120
0,2,16,1,843,21,182,222,1444
1,11,5,7,1643,9,1,20,692
1,12,22,5,754,9,267,139,1195
0,12,30,4,1710,15,201,89,528
0,12,21,4,1254,8,20,26,859
0,7,7,5,1130,14,75,213,264
0,10,31,6,942,14,166,121,618
0,8,7,1,1045,21,234,285,1137
1,4,6,4,714,20,14,81,318
0,6,7,3,2105,21,182,210,423
0,1,30,7,1728,14,239,166,431
0,5,17,4,648,8,39,266,2105
1,4,15,5,1203,16,75,190,318
0,6,26,5,1636,8,20,39,946
0,6,18,5,1100,21,161,222,370
1,2,9,2,1806,22,99,244,246
0,1,29,6,1840,23,164,65,282
1,11,9,3,1558,8,20,214,516
0,2,17,2,1858,20,81,166,214
0,1,3,2,808,2,249,83,1171
1,9,13,1,1302,14,282,213,607
0,8,25,3,636,14,198,161,267
0,9,1,3,1821,22,242,63,362
1,11,31,2,1802,9,20,223,564
0,8,20,5,1840,21,161,159,236
0,11,23,4,923,17,260,82,637
0,7,9,7,1303,9,267,209,866
0,11,16,3,657,2,259,189,2585
0,11,16,2,756,4,81,161,2311
0,12,30,4,2045,6,63,159,1825
0,7,14,5,1127,23,82,127,142
0,6,24,3,1848,17,82,66,1155
1,1,24,7,1331,8,20,107,581
1,4,10,1,1709,2,83,144,762
0,6,14,2,1240,21,135,132,276
0,10,21,5,629,2,83,81,1192
0,2,29,6,1041,19,159,258,414
0,10,28,4,1342,23,82,19,125
0,4,4,2,1256,9,30,20,1134
0,5,14,1,1541,20,226,39,496
1,2,29,6,817,15,83,201,852
0,12,23,7,930,2,83,82,641
0,10,28,4,712,15,201,190,297
0,12,3,7,2155,8,20,48,712
0,5,11,6,1831,19,180,138,758
0,12,20,2,1401,14,223,83,673
0,10,25,7,1205,9,117,20,300
0,12,8,6,635,19,189,213,1197
0,12,15,4,1250,12,132,156,163
0,11,22,1,1950,21,218,207,543
0,10,8,7,947,17,267,51,347
0,12,27,2,632,17,60,258,153
0,3,30,2,1129,8,166,217,1035
1,9,12,5,1759,14,296,83,772
0,6,25,4,1757,9,22,266,1085
1,9,1,3,1725,16,58,75,342
0,3,24,4,1453,6,266,99,1608
1,10,12,7,1618,22,213,99,719
0,11,8,3,1207,15,89,257,1927
0,2,29,5,829,8,166,39,185
1,6,21,2,1847,22,140,28,1428
1,11,2,4,1336,23,82,70,72
0,2,19,4,947,17,49,266,574
0,2,8,7,705,21,3,78,580
1,6,1,2,843,15,38,201,1142
0,7,9,1,745,21,182,50,611
0,10,23,1,700,21,49,263,296
0,6,2,4,1142,21,182,161,1750
0,11,2,3,800,21,159,182,1521
0,6,9,5,853,5,39,180,1121
0,10,30,6,1215,22,63,14,424
0,2,25,2,1940,8,166,39,185
0,4,18,7,1026,22,140,118,376
0,5,15,3,2124,15,201,110,197
0,9,3,7,2129,2,83,210,583
0,12,4,2,1834,12,149,131,216
1,2,20,5,1942,2,209,83,175
0,5,21,1,850,17,184,82,872
0,1,29,6,1200,21,78,132,239
0,12,8,5,1124,16,31,75,396
0,12,4,2,1706,17,267,70,410
0,11,25,4,1100,19,82,225,1290
0,6,10,5,1214,6,89,99,487
0,9,27,1,1826,23,19,82,125
0,9,12,4,1725,14,252,161,89
0,5,8,3,751,6,63,166,418
0,3,19,7,1454,20,286,65,508
0,7,23,7,733,2,166,202,1183
0,7,2,1,1837,14,213,119,174
0,8,18,3,1025,21,78,162,293
1,1,5,4,1157,19,82,166,1619
0,1,5,5,1307,9,52,20,191
0,6,7,2,2205,21,50,188,377
0,10,4,2,1247,2,161,138,2288
0,3,10,5,758,19,39,213,867
0,6,11,7,610,23,154,138,228
0,11,30,2,1042,19,259,138,2419
0,8,20,5,707,5,207,154,2576
0,3,15,2,829,8,75,266,1449
0,3,2,4,755,14,166,63,418
0,9,24,5,654,15,145,89,231
1,9,17,6,1700,16,166,234,270
0,11,31,3,1150,8,258,154,2421
0,2,30,7,1138,17,82,124,624
0,3,12,4,824,5,167,268,387
0,5,23,5,701,17,291,258,751
0,1,28,5,1239,11,221,20,665
0,8,3,3,830,21,133,209,419
0,4,8,5,645,19,271,82,846
1,10,15,5,1611,20,221,202,1088
0,1,2,1,1333,8,46,20,449
0,7,22,6,839,22,99,122,446
1,1,16,1,2112,8,65,20,227
0,7,30,5,557,22,78,139,217
0,10,28,3,1053,2,140,83,224
1,6,8,4,1055,21,264,212,333
0,8,8,1,1801,19,139,248,2253
0,6,20,7,1344,17,258,229,172
0,3,19,6,1130,21,210,222,1037
0,12,3,7,1210,22,140,94,667
1,12,28,3,1247,17,83,266,988
0,10,20,3,957,21,3,50,1670
1,1,12,7,1800,9,83,132,247
1,12,21,4,2254,15,89,166,501
0,11,23,3,831,7,26,138,326
0,7,27,3,1816,17,237,258,199
0,5,14,2,942,21,135,249,233
0,12,30,4,1612,8,63,20,554
0,8,14,6,2013,8,20,274,445
1,3,21,1,2020,21,152,132,359
0,7,13,4,1601,16,285,75,181
1,1,10,3,1242,9,141,20,781
0,7,4,3,732,8,161,20,1946
0,9,22,4,1831,14,169,83,304
0,4,20,2,1608,14,213,75,264
0,2,4,3,1240,21,133,169,393
1,1,6,5,1233,21,50,48,281
0,1,7,6,1554,20,59,65,168
0,4,11,2,1055,5,39,285,1185
0,6,24,3,1934,14,83,259,364
0,2,7,6,1113,8,267,270,588
0,9,19,1,1522,17,82,259,637
0,9,11,1,628,6,189,139,964
0,12,29,4,759,8,20,213,606
0,6,22,3,1908,15,89,109,56
1,10,24,7,1945,23,52,213,666
0,12,21,4,801,17,267,141,188
0,6,25,5,1134,2,213,151,1162
0,11,14,1,632,21,250,94,496
1,1,17,1,2030,9,50,20,576
0,2,20,4,1252,7,66,138,299
1,2,28,5,2111,21,50,217,883
0,7,28,4,621,14,66,39,640
0,3,1,3,600,22,235,99,284
0,8,10,3,1020,21,249,94,636
0,11,14,7,2217,19,259,50,2457
1,11,22,2,1003,17,186,258,329
0,4,28,3,1053,16,75,221,507
0,11,22,1,2348,13,159,218,762
